,I_weight,H_weight,O_weight
1663,0.2,,
1664,1.98,,
1665,3.53,,
1666,2.62,,
1667,1.88,,
1668,2.15,,
1669,3.39,,
1670,1.72,,
1671,3.53,,
1672,2.91,,
1673,3.06,,
1674,1.46,,
1675,1.6,,
1676,2.28,,
1677,0.78,,
1678,2.21,,
1679,0.29,,
1680,2.02,,
1681,3.06,,
1682,1.12,,
1683,3.96,,
1684,2.72,,
1685,0.48,,
1686,3.9,,
1687,1.58,,
1688,3.18,,
1689,1.36,,
1690,3.76,,
1691,3.02,,
1692,0.8,,
1693,2.04,,
1694,2.0,,
1695,0.18,,
1696,0.55,,
1697,1.33,,
1698,1.89,,
1699,1.83,,
1700,2.43,,
1701,2.06,,
1702,1.31,,
1703,2.45,,
1704,0.65,,
1705,3.96,,
1706,2.96,,
1707,1.2,,
1708,1.35,,
1709,3.31,,
1710,2.13,,
1711,2.83,,
1712,1.2,,
1713,3.26,,
1714,1.47,,
1715,2.7,,
1716,3.92,,
1717,2.33,,
1718,3.19,,
1719,2.9,,
1720,2.75,,
1721,0.11,,
1722,1.9,,
1723,3.87,,
1724,3.13,,
1725,3.1,,
1726,2.31,,
1727,2.89,,
1728,2.33,,
1729,0.68,,
1730,2.52,,
1731,2.48,,
1732,3.36,,
1733,0.59,,
1734,2.72,,
1735,0.13,,
1736,3.79,,
1737,0.44,,
1738,0.08,,
1739,1.25,,
1740,0.61,,
1741,2.76,,
1742,1.64,,
1743,3.1,,
1744,3.68,,
1745,3.49,,
1746,2.94,,
1747,0.25,,
1748,0.55,,
1749,0.83,,
1750,1.3,,
1751,2.65,,
1752,2.1,,
1753,1.26,,
1754,0.69,,
1755,3.65,,
1756,1.37,,
1757,1.42,,
1758,3.09,,
1759,2.88,,
1760,2.57,,
1761,2.77,,
1762,2.44,,
1763,0.77,,
1764,0.99,,
1765,2.23,,
1766,0.9,,
1767,3.89,,
1768,1.19,,
1769,1.16,,
1770,0.83,,
1771,2.82,,
1772,1.27,,
1773,1.4,,
1774,3.73,,
1775,3.18,,
1776,1.09,,
1777,0.49,,
1778,2.71,,
1779,1.52,,
1780,3.92,,
1781,3.27,,
1782,3.82,,
1783,3.22,,
1784,1.16,,
1785,1.15,,
1786,2.86,,
1787,1.39,,
1788,1.77,,
1789,1.03,,
1790,1.92,,
1791,0.81,,
1792,2.15,,
1793,3.73,,
1794,2.78,,
1795,0.55,,
1796,2.46,,
1797,2.35,,
1798,0.97,,
1799,2.68,,
1800,2.12,,
1801,2.55,,
1802,0.21,,
1803,1.65,,
1804,2.87,,
1805,0.4,,
1806,3.08,,
1807,0.02,,
1808,2.2,,
1809,3.72,,
1810,1.63,,
1811,3.74,,
1812,3.51,,
1813,1.91,,
1814,0.8,,
1815,3.86,,
1816,1.28,,
1817,2.58,,
1818,3.63,,
1819,0.36,,
1820,2.3,,
1821,2.14,,
1822,2.89,,
1823,3.75,,
1824,3.65,,
1825,0.7,,
1826,3.53,,
1827,0.7,,
1828,3.68,,
1829,3.99,,
1830,1.59,,
1831,1.98,,
1832,3.75,,
1833,3.85,,
1834,3.7,,
1835,3.51,,
1836,0.04,,
1837,2.27,,
1838,0.43,,
1839,3.93,,
1840,1.14,,
1841,3.96,,
1842,2.17,,
1843,1.98,,
1844,3.75,,
1845,3.4,,
1846,1.87,,
1847,0.77,,
1848,0.45,,
1849,0.65,,
1850,1.84,,
1851,1.03,,
1852,0.74,,
1853,2.95,,
1854,3.16,,
1855,2.27,,
1856,3.03,,
1857,0.7,,
1858,3.42,,
1859,3.59,,
1860,3.31,,
1861,2.06,,
1862,0.35,,
1863,2.68,,
1864,0.74,,
1865,0.56,,
1866,1.29,,
1867,0.99,,
1868,1.04,,
1869,0.94,,
1870,3.02,,
1871,3.82,,
1872,1.21,,
1873,2.89,,
1874,0.05,,
1875,2.61,,
1876,2.77,,
1877,0.25,,
1878,0.47,,
1879,1.23,,
1880,1.62,,
1881,2.01,,
1882,3.58,,
1883,2.81,,
1884,1.24,,
1885,0.47,,
1886,3.66,,
1887,1.18,,
1888,2.46,,
1889,0.88,,
1890,0.53,,
1891,0.61,,
1892,2.99,,
1893,2.42,,
1894,1.66,,
1895,2.2,,
1896,1.88,,
1897,2.15,,
1898,2.66,,
1899,0.87,,
1900,0.99,,
1901,3.02,,
1902,3.49,,
1903,0.33,,
1904,1.79,,
1905,2.82,,
1906,0.31,,
1907,2.26,,
1908,0.25,,
1909,2.19,,
1910,2.02,,
1911,2.29,,
1912,0.6,,
1913,1.31,,
1914,2.08,,
1915,0.46,,
1916,0.82,,
1917,2.33,,
1918,0.36,,
1919,2.04,,
1920,3.23,,
1921,1.81,,
1922,2.05,,
1923,1.83,,
1924,0.23,,
1925,1.85,,
1926,3.23,,
1927,2.89,,
1928,1.58,,
1929,3.27,,
1930,2.98,,
1931,2.31,,
1932,0.18,,
1933,1.38,,
1934,0.26,,
1935,3.98,,
1936,3.74,,
1937,0.28,,
1938,3.74,,
1939,0.13,,
1940,1.64,,
1941,3.08,,
1942,3.06,,
1943,3.91,,
1944,2.58,,
1945,1.68,,
1946,3.97,,
1947,1.53,,
1948,3.48,,
1949,3.63,,
1950,1.5,,
1951,2.73,,
1952,2.65,,
1953,2.16,,
1954,2.61,,
1955,1.39,,
1956,0.71,,
1957,2.15,,
1958,2.12,,
1959,2.91,,
1960,0.89,,
1961,0.01,,
1962,0.09,,
1963,1.19,,
1964,2.69,,
1965,2.18,,
1966,2.13,,
1967,3.29,,
1968,0.99,,
1969,1.38,,
1970,1.1,,
1971,3.75,,
1972,2.9,,
1973,0.45,,
1974,3.24,,
1975,1.68,,
1976,3.06,,
1977,3.54,,
1978,0.06,,
1979,0.82,,
1980,0.4,,
1981,0.13,,
1982,2.39,,
1983,2.81,,
1984,0.19,,
1985,2.96,,
1986,1.61,,
1987,0.94,,
1988,0.87,,
1989,3.45,,
1990,0.23,,
1991,2.02,,
1992,1.16,,
1993,3.26,,
1994,2.93,,
1995,1.28,,
1996,2.39,,
1997,2.69,,
1998,1.28,,
1999,1.21,,
2000,0.57,,
2001,2.64,,
2002,0.88,,
2003,1.2,,
2004,0.24,,
2005,3.79,,
2006,3.52,,
2007,3.65,,
2008,2.5,,
2009,1.71,,
2010,1.98,,
2011,3.89,,
2012,3.77,,
2013,2.69,,
2014,3.14,,
2015,1.27,,
2016,1.67,,
2017,0.6,,
2018,1.51,,
2019,3.02,,
2020,1.89,,
2021,3.4,,
2022,1.2,,
2023,2.83,,
2024,3.22,,
2025,3.66,,
2026,2.25,,
2027,3.87,,
2028,2.23,,
2029,0.54,,
2030,0.97,,
2031,0.81,,
2032,2.59,,
2033,3.69,,
2034,3.39,,
2035,0.37,,
2036,2.9,,
2037,0.76,,
2038,1.07,,
2039,2.69,,
2040,2.41,,
2041,3.49,,
2042,0.75,,
2043,3.05,,
2044,2.9,,
2045,2.24,,
2046,1.92,,
2047,3.48,,
2048,1.33,,
2049,3.83,,
2050,0.06,,
2051,3.75,,
2052,3.85,,
2053,0.47,,
2054,4.0,,
2055,1.92,,
2056,0.97,,
2057,2.42,,
2058,0.82,,
2059,3.66,,
2060,2.21,,
2061,3.1,,
2062,1.52,,
2063,2.13,,
2064,1.44,,
2065,1.05,,
2066,2.05,,
2067,1.99,,
2068,0.39,,
2069,3.93,,
2070,1.88,,
2071,3.36,,
2072,3.66,,
2073,1.48,,
2074,1.66,,
2075,2.25,,
2076,0.89,,
2077,0.58,,
2078,1.04,,
2079,3.74,,
2080,2.32,,
2081,1.67,,
2082,0.61,,
2083,1.32,,
2084,1.52,,
2085,3.33,,
2086,2.0,,
2087,2.62,,
2088,2.74,,
2089,1.03,,
2090,3.29,,
2091,3.87,,
2092,2.57,,
2093,1.96,,
2094,0.67,,
2095,3.18,,
2096,0.68,,
2097,2.88,,
2098,1.95,,
2099,3.67,,
2100,2.17,,
2101,2.57,,
2102,0.23,,
2103,0.14,,
2104,3.39,,
2105,3.78,,
2106,2.67,,
2107,3.06,,
2108,1.65,,
2109,3.37,,
2110,0.93,,
2111,2.83,,
2112,0.04,,
2113,2.02,,
2114,1.49,,
2115,2.47,,
2116,2.67,,
2117,2.47,,
2118,1.93,,
2119,1.95,,
2120,0.03,,
2121,2.21,,
2122,0.05,,
2123,2.12,,
2124,1.1,,
2125,3.91,,
2126,0.07,,
2127,3.25,,
2128,2.7,,
2129,3.22,,
2130,3.64,,
2131,0.43,,
2132,0.39,,
2133,0.6,,
2134,0.77,,
2135,2.11,,
2136,3.26,,
2137,1.07,,
2138,1.59,,
2139,1.49,,
2140,1.62,,
2141,2.26,,
2142,3.96,,
2143,0.9,,
2144,2.74,,
2145,3.39,,
2146,2.61,,
2147,3.43,,
2148,3.04,,
2149,0.37,,
2150,1.52,,
2151,2.21,,
2152,0.22,,
2153,0.04,,
2154,0.69,,
2155,2.0,,
2156,1.74,,
2157,3.14,,
2158,2.26,,
2159,3.43,,
2160,0.38,,
2161,2.11,,
2162,0.17,,
2163,0.85,,
2164,3.47,,
2165,3.55,,
2166,1.9,,
2167,0.19,,
2168,0.3,,
2169,3.7,,
2170,3.6,,
2171,2.25,,
2172,0.13,,
2173,3.72,,
2174,1.26,,
2175,3.85,,
2176,2.35,,
2177,3.01,,
2178,2.85,,
2179,1.59,,
2180,0.31,,
2181,0.65,,
2182,0.96,,
2183,3.34,,
2184,1.56,,
2185,3.59,,
2186,1.33,,
2187,3.02,,
2188,0.56,,
2189,3.95,,
2190,2.9,,
2191,2.0,,
2192,3.9,,
2193,0.21,,
2194,1.75,,
2195,3.35,,
2196,1.36,,
2197,3.08,,
2198,3.82,,
2199,1.59,,
2200,3.09,,
2201,0.12,,
2202,1.09,,
2203,3.97,,
2204,1.96,,
2205,1.42,,
2206,3.76,,
2207,1.73,,
2208,2.72,,
2209,2.64,,
2210,0.34,,
2211,2.47,,
2212,3.19,,
2213,2.85,,
2214,0.33,,
2215,0.62,,
2216,2.85,,
2217,2.54,,
2218,2.96,,
2219,1.27,,
2220,0.43,,
2221,0.02,,
2222,1.23,,
2223,1.44,,
2224,1.08,,
2225,0.53,,
2226,0.75,,
2227,1.8,,
2228,2.22,,
2229,1.63,,
2230,0.11,,
2231,1.42,,
2232,0.37,,
2233,2.39,,
2234,1.3,,
2235,1.54,,
2236,1.17,,
2237,1.55,,
2238,0.34,,
2239,3.6,,
2240,3.62,,
2241,3.91,,
2242,2.29,,
2243,0.68,,
2244,1.52,,
2245,0.56,,
2246,1.2,,
2247,1.97,,
2248,0.25,,
2249,1.74,,
2250,1.68,,
2251,1.94,,
2252,0.31,,
2253,1.01,,
2254,0.99,,
2255,2.5,,
2256,2.38,,
2257,0.78,,
2258,0.43,,
2259,1.22,,
2260,3.8,,
2261,1.33,,
2262,2.48,,
2263,3.22,,
2264,1.32,,
2265,1.34,,
2266,3.26,,
2267,3.44,,
2268,3.9,,
2269,0.54,,
2270,1.28,,
2271,3.79,,
2272,0.8,,
2273,1.26,,
2274,3.86,,
2275,3.87,,
2276,1.17,,
2277,2.78,,
2278,1.96,,
2279,2.3,,
2280,0.97,,
2281,1.5,,
2282,3.27,,
2283,1.57,,
2284,0.46,,
2285,2.26,,
2286,2.37,,
2287,2.18,,
2288,2.73,,
2289,2.2,,
2290,3.81,,
2291,1.85,,
2292,2.83,,
2293,1.75,,
2294,1.17,,
2295,2.77,,
2296,3.28,,
2297,3.18,,
2298,1.64,,
2299,2.0,,
2300,2.53,,
2301,0.97,,
2302,2.63,,
2303,2.86,,
2304,3.16,,
2305,0.3,,
2306,3.96,,
2307,1.92,,
2308,1.6,,
2309,2.03,,
2310,3.68,,
2311,2.77,,
2312,2.17,,
2313,3.16,,
2314,1.44,,
2315,3.58,,
2316,2.15,,
2317,2.55,,
2318,0.34,,
2319,3.08,,
2320,2.63,,
2321,1.42,,
2322,2.59,,
2323,0.18,,
2324,3.93,,
2325,2.71,,
2326,1.6,,
2327,3.01,,
2328,3.86,,
2329,1.72,,
2330,0.04,,
2331,1.03,,
2332,2.04,,
2333,2.08,,
2334,2.32,,
2335,2.3,,
2336,1.78,,
2337,1.56,,
2338,3.09,,
2339,2.35,,
2340,2.0,,
2341,1.38,,
2342,0.1,,
2343,0.42,,
2344,1.66,,
2345,3.85,,
2346,0.46,,
2347,3.76,,
2348,0.57,,
2349,1.25,,
2350,1.82,,
2351,0.83,,
2352,1.93,,
2353,1.9,,
2354,1.75,,
2355,2.79,,
2356,1.28,,
2357,1.2,,
2358,3.24,,
2359,0.46,,
2360,3.4,,
2361,2.59,,
2362,2.71,,
2363,0.66,,
2364,3.94,,
2365,0.98,,
2366,0.7,,
2367,0.64,,
2368,2.24,,
2369,3.83,,
2370,0.93,,
2371,1.62,,
2372,0.74,,
2373,2.56,,
2374,1.73,,
2375,0.12,,
2376,2.46,,
2377,0.79,,
2378,2.37,,
2379,1.56,,
2380,2.82,,
2381,0.82,,
2382,3.01,,
2383,3.23,,
2384,0.25,,
2385,0.41,,
2386,3.49,,
2387,0.75,,
2388,1.3,,
2389,1.83,,
2390,1.05,,
2391,3.45,,
2392,2.11,,
2393,2.56,,
2394,2.39,,
2395,2.45,,
2396,2.35,,
2397,1.39,,
2398,3.38,,
2399,2.47,,
2400,3.25,,
2401,2.82,,
2402,1.19,,
2403,2.46,,
2404,0.34,,
2405,0.54,,
2406,0.47,,
2407,1.22,,
2408,0.73,,
2409,2.77,,
2410,2.04,,
2411,1.67,,
2412,0.55,,
2413,1.53,,
2414,0.74,,
2415,2.54,,
2416,2.77,,
2417,2.58,,
2418,4.0,,
2419,2.22,,
2420,1.96,,
2421,0.56,,
2422,1.26,,
2423,1.8,,
2424,0.21,,
2425,1.44,,
2426,0.04,,
2427,0.55,,
2428,3.26,,
2429,3.86,,
2430,2.02,,
2431,1.98,,
2432,2.74,,
2433,1.66,,
2434,3.36,,
2435,1.95,,
2436,0.33,,
2437,0.12,,
2438,3.04,,
2439,1.17,,
2440,1.1,,
2441,2.15,,
2442,0.67,,
2443,1.83,,
2444,2.97,,
2445,3.06,,
2446,2.2,,
2447,0.45,,
2448,0.46,,
2449,3.1,,
2450,3.29,,
2451,1.47,,
2452,3.29,,
2453,0.17,,
2454,2.88,,
2455,2.19,,
2456,3.96,,
2457,0.41,,
2458,3.32,,
2459,3.01,,
2460,1.19,,
2461,4.0,,
2462,1.8,,
2463,1.39,,
2464,3.27,,
2465,1.76,,
2466,3.98,,
2467,3.1,,
2468,0.95,,
2469,3.24,,
2470,2.35,,
2471,1.4,,
2472,2.84,,
2473,2.53,,
2474,0.66,,
2475,0.56,,
2476,0.83,,
2477,0.83,,
2478,0.24,,
2479,1.4,,
2480,1.12,,
2481,2.16,,
2482,1.29,,
2483,2.82,,
2484,1.16,,
2485,1.07,,
2486,3.43,,
2487,3.94,,
2488,2.72,,
2489,0.38,,
2490,3.85,,
2491,3.14,,
2492,3.68,,
2493,3.97,,
2494,3.47,,
2495,0.51,,
2496,3.46,,
2497,1.0,,
2498,2.85,,
2499,3.31,,
2500,3.05,,
2501,2.7,,
2502,1.96,,
2503,2.31,,
2504,1.07,,
2505,1.66,,
2506,1.81,,
2507,2.53,,
2508,3.52,,
2509,0.37,,
2510,2.06,,
2511,1.11,,
2512,3.75,,
2513,1.48,,
2514,3.8,,
2515,1.31,,
2516,0.01,,
2517,3.1,,
2518,2.93,,
2519,2.92,,
2520,1.83,,
2521,2.66,,
2522,1.43,,
2523,0.25,,
2524,2.14,,
2525,0.87,,
2526,1.72,,
2527,0.85,,
2528,1.07,,
2529,3.31,,
2530,1.35,,
2531,2.31,,
2532,2.26,,
2533,1.94,,
2534,1.37,,
2535,2.73,,
2536,0.19,,
2537,0.4,,
2538,3.14,,
2539,1.84,,
2540,0.5,,
2541,3.43,,
2542,1.77,,
2543,0.0,,
2544,3.83,,
2545,0.81,,
2546,2.75,,
2547,0.53,,
2548,2.6,,
2549,0.64,,
2550,3.73,,
2551,1.1,,
2552,2.62,,
2553,1.0,,
2554,1.49,,
2555,3.62,,
2556,0.66,,
2557,1.59,,
2558,1.22,,
2559,2.8,,
2560,0.94,,
2561,2.62,,
2562,2.81,,
2563,0.0,,
2564,1.91,,
2565,0.53,,
2566,0.9,,
2567,2.72,,
2568,0.04,,
2569,2.78,,
2570,3.27,,
2571,3.95,,
2572,1.69,,
2573,0.53,,
2574,0.28,,
2575,1.53,,
2576,2.92,,
2577,0.41,,
2578,1.25,,
2579,3.52,,
2580,0.55,,
2581,3.09,,
2582,3.01,,
2583,0.53,,
2584,3.97,,
2585,0.57,,
2586,2.12,,
2587,0.03,,
2588,2.6,,
2589,1.76,,
2590,2.89,,
2591,2.51,,
2592,0.61,,
2593,1.65,,
2594,2.75,,
2595,3.44,,
2596,0.35,,
2597,0.4,,
2598,3.01,,
2599,2.36,,
2600,1.54,,
2601,3.85,,
2602,1.26,,
2603,0.56,,
2604,1.11,,
2605,0.34,,
2606,2.21,,
2607,2.4,,
2608,2.43,,
2609,3.12,,
2610,2.76,,
2611,3.39,,
2612,2.63,,
2613,1.21,,
2614,2.07,,
2615,2.04,,
2616,2.99,,
2617,1.18,,
2618,0.22,,
2619,3.59,,
2620,3.82,,
2621,1.98,,
2622,0.45,,
2623,2.0,,
2624,2.38,,
2625,2.11,,
2626,3.91,,
2627,3.95,,
2628,3.74,,
2629,0.53,,
2630,3.44,,
2631,2.27,,
2632,1.46,,
2633,2.73,,
2634,3.05,,
2635,3.82,,
2636,3.08,,
2637,0.07,,
2638,0.27,,
2639,1.05,,
2640,0.16,,
2641,0.24,,
2642,3.16,,
2643,2.03,,
2644,2.51,,
2645,2.0,,
2646,1.66,,
2647,2.81,,
2648,0.33,,
2649,2.15,,
2650,2.46,,
2651,1.11,,
2652,1.24,,
2653,2.05,,
2654,0.81,,
2655,3.23,,
2656,2.15,,
2657,1.56,,
2658,2.54,,
2659,3.34,,
2660,2.72,,
2661,0.26,,
2662,2.79,,
2663,2.92,,
2664,3.39,,
2665,0.23,,
2666,0.34,,
2667,1.74,,
2668,1.81,,
2669,2.44,,
2670,1.24,,
2671,2.97,,
2672,2.96,,
2673,0.48,,
2674,2.83,,
2675,2.81,,
2676,0.66,,
2677,3.81,,
2678,2.09,,
2679,3.13,,
2680,2.88,,
2681,0.67,,
2682,0.51,,
2683,3.12,,
2684,1.08,,
2685,3.55,,
2686,3.09,,
2687,0.12,,
2688,3.23,,
2689,1.09,,
2690,0.26,,
2691,2.85,,
2692,2.31,,
2693,0.31,,
2694,1.82,,
2695,1.44,,
2696,2.0,,
2697,2.27,,
2698,1.47,,
2699,1.02,,
2700,0.41,,
2701,2.3,,
2702,2.89,,
2703,0.91,,
2704,2.04,,
2705,0.18,,
2706,3.45,,
2707,0.98,,
2708,1.89,,
2709,1.53,,
2710,0.6,,
2711,3.72,,
2712,3.43,,
2713,2.21,,
2714,3.66,,
2715,2.96,,
2716,1.68,,
2717,1.29,,
2718,1.67,,
2719,2.88,,
2720,1.09,,
2721,0.31,,
2722,1.49,,
2723,2.01,,
2724,3.61,,
2725,0.72,,
2726,3.22,,
2727,3.93,,
2728,3.82,,
2729,0.28,,
2730,1.86,,
2731,1.13,,
2732,3.38,,
2733,1.31,,
2734,2.21,,
2735,0.03,,
2736,0.8,,
2737,2.26,,
2738,1.22,,
2739,2.49,,
2740,1.86,,
2741,2.37,,
2742,1.97,,
2743,3.09,,
2744,0.78,,
2745,3.6,,
2746,3.04,,
2747,0.98,,
2748,0.03,,
2749,1.64,,
2750,0.93,,
2751,1.39,,
2752,3.36,,
2753,3.51,,
2754,3.8,,
2755,0.01,,
2756,2.63,,
2757,3.4,,
2758,2.91,,
2759,0.42,,
2760,2.12,,
2761,0.95,,
2762,1.97,,
2763,0.24,,
2764,3.99,,
2765,2.85,,
2766,0.37,,
2767,3.69,,
2768,3.59,,
2769,2.08,,
2770,2.8,,
2771,1.49,,
2772,3.9,,
2773,0.34,,
2774,0.38,,
2775,0.53,,
2776,3.28,,
2777,0.3,,
2778,2.27,,
2779,1.74,,
2780,3.86,,
2781,0.95,,
2782,1.04,,
2783,1.26,,
2784,3.2,,
2785,2.8,,
2786,2.94,,
2787,1.27,,
2788,1.09,,
2789,0.3,,
2790,0.81,,
2791,3.12,,
2792,2.34,,
2793,0.62,,
2794,0.66,,
2795,1.86,,
2796,1.63,,
2797,2.14,,
2798,3.86,,
2799,0.83,,
2800,1.23,,
2801,1.06,,
2802,0.48,,
2803,0.63,,
2804,2.74,,
2805,3.31,,
2806,2.79,,
2807,0.16,,
2808,3.34,,
2809,1.31,,
2810,0.36,,
2811,0.99,,
2812,1.42,,
2813,2.05,,
2814,2.71,,
2815,1.04,,
2816,3.96,,
2817,0.12,,
2818,1.62,,
2819,1.81,,
2820,2.99,,
2821,1.0,,
2822,1.85,,
2823,3.22,,
2824,0.56,,
2825,0.05,,
2826,3.32,,
2827,3.93,,
2828,0.52,,
2829,3.29,,
2830,1.49,,
2831,2.52,,
2832,2.58,,
2833,2.33,,
2834,1.04,,
2835,3.25,,
2836,0.09,,
2837,0.26,,
2838,3.61,,
2839,1.77,,
2840,0.52,,
2841,3.62,,
2842,3.32,,
2843,1.33,,
2844,0.17,,
2845,1.84,,
2846,0.67,,
2847,2.3,,
2848,3.29,,
2849,1.58,,
2850,0.12,,
2851,2.73,,
2852,0.69,,
2853,0.86,,
2854,0.75,,
2855,1.12,,
2856,3.53,,
2857,0.14,,
2858,2.48,,
2859,0.98,,
2860,1.18,,
2861,1.65,,
2862,2.2,,
2863,0.24,,
2864,1.12,,
2865,0.55,,
2866,0.8,,
2867,3.54,,
2868,2.1,,
2869,2.52,,
2870,3.21,,
2871,3.18,,
2872,3.96,,
2873,3.13,,
2874,1.44,,
2875,2.18,,
2876,1.94,,
2877,3.65,,
2878,2.01,,
2879,1.55,,
2880,0.72,,
2881,1.28,,
2882,0.88,,
2883,3.58,,
2884,3.11,,
2885,0.23,,
2886,3.97,,
2887,2.12,,
2888,3.07,,
2889,4.0,,
2890,3.9,,
2891,0.4,,
2892,2.63,,
2893,1.07,,
2894,3.27,,
2895,3.67,,
2896,0.22,,
2897,3.99,,
2898,0.88,,
2899,3.39,,
2900,3.19,,
2901,1.42,,
2902,3.36,,
2903,3.38,,
2904,0.7,,
2905,2.37,,
2906,3.22,,
2907,2.79,,
2908,3.66,,
2909,0.11,,
2910,2.8,,
2911,3.79,,
2912,2.25,,
2913,2.25,,
2914,0.75,,
2915,3.95,,
2916,3.53,,
2917,1.97,,
2918,1.24,,
2919,1.96,,
2920,0.36,,
2921,0.93,,
2922,0.88,,
2923,2.11,,
2924,0.0,,
2925,3.67,,
2926,0.81,,
2927,0.52,,
2928,2.87,,
2929,3.68,,
2930,3.38,,
2931,1.29,,
2932,0.09,,
2933,2.35,,
2934,3.67,,
2935,3.1,,
2936,3.39,,
2937,3.44,,
2938,3.84,,
2939,1.49,,
2940,3.77,,
2941,1.58,,
2942,0.4,,
2943,1.21,,
2944,0.55,,
2945,0.63,,
2946,3.79,,
2947,3.17,,
2948,3.84,,
2949,2.6,,
2950,0.7,,
2951,3.87,,
2952,2.77,,
2953,3.72,,
2954,3.15,,
2955,0.89,,
2956,2.36,,
2957,0.7,,
2958,1.23,,
2959,2.75,,
2960,0.51,,
2961,2.92,,
2962,3.8,,
2963,3.79,,
2964,1.57,,
2965,3.98,,
2966,3.86,,
2967,0.13,,
2968,2.41,,
2969,3.68,,
2970,3.87,,
2971,0.88,,
2972,2.26,,
2973,3.75,,
2974,0.56,,
2975,2.98,,
2976,0.95,,
2977,3.93,,
2978,0.67,,
2979,3.54,,
2980,0.35,,
2981,2.84,,
2982,2.56,,
2983,3.55,,
2984,1.79,,
2985,1.06,,
2986,1.0,,
2987,0.27,,
2988,1.03,,
2989,0.43,,
2990,0.01,,
2991,1.54,,
2992,2.93,,
2993,3.88,,
2994,3.54,,
2995,1.97,,
2996,1.51,,
2997,2.18,,
2998,0.41,,
2999,1.92,,
3000,3.46,,
3001,2.6,,
3002,2.75,,
3003,0.65,,
3004,0.29,,
3005,3.38,,
3006,1.18,,
3007,1.27,,
3008,3.81,,
3009,0.3,,
3010,0.68,,
3011,1.5,,
3012,2.93,,
3013,2.19,,
3014,3.59,,
3015,0.37,,
3016,2.38,,
3017,2.45,,
3018,1.93,,
3019,0.12,,
3020,3.77,,
3021,0.66,,
3022,3.56,,
3023,0.63,,
3024,0.41,,
3025,0.82,,
3026,0.76,,
3027,2.79,,
3028,2.89,,
3029,2.92,,
3030,1.06,,
3031,1.13,,
3032,0.95,,
3033,0.2,,
3034,2.29,,
3035,3.36,,
3036,0.61,,
3037,1.44,,
3038,1.71,,
3039,1.18,,
3040,2.65,,
3041,2.4,,
3042,0.8,,
3043,0.1,,
3044,0.68,,
3045,1.17,,
3046,0.33,,
3047,3.38,,
3048,1.23,,
3049,1.59,,
3050,1.96,,
3051,2.64,,
3052,0.36,,
3053,2.18,,
3054,0.74,,
3055,3.54,,
3056,1.48,,
3057,1.78,,
3058,1.05,,
3059,1.86,,
3060,0.9,,
3061,1.07,,
3062,0.25,,
3063,3.01,,
3064,2.67,,
3065,0.34,,
3066,1.38,,
3067,2.17,,
3068,3.88,,
3069,2.36,,
3070,2.21,,
3071,3.36,,
3072,3.27,,
3073,1.67,,
3074,2.14,,
3075,3.47,,
3076,1.9,,
3077,3.53,,
3078,1.91,,
3079,0.32,,
3080,3.61,,
3081,2.86,,
3082,2.01,,
3083,3.6,,
3084,3.2,,
3085,2.71,,
3086,2.48,,
3087,0.48,,
3088,3.03,,
3089,0.69,,
3090,3.94,,
3091,3.89,,
3092,3.23,,
3093,0.5,,
3094,1.69,,
3095,3.95,,
3096,1.74,,
3097,3.99,,
3098,2.51,,
3099,3.34,,
3100,1.03,,
3101,3.64,,
3102,3.66,,
3103,0.27,,
3104,1.55,,
3105,1.59,,
3106,1.3,,
3107,1.1,,
3108,1.83,,
3109,3.49,,
3110,3.15,,
3111,2.49,,
3112,2.09,,
3113,1.68,,
3114,1.66,,
3115,0.59,,
3116,2.35,,
3117,3.03,,
3118,3.76,,
3119,3.7,,
3120,2.25,,
3121,0.4,,
3122,1.14,,
3123,2.14,,
3124,1.38,,
3125,1.64,,
3126,1.53,,
3127,1.94,,
3128,2.44,,
3129,0.15,,
3130,1.1,,
3131,0.58,,
3132,2.43,,
3133,2.77,,
3134,0.16,,
3135,3.56,,
3136,1.33,,
3137,0.95,,
3138,2.98,,
3139,3.68,,
3140,3.59,,
3141,0.08,,
3142,3.27,,
3143,1.21,,
3144,1.12,,
3145,1.97,,
3146,2.78,,
3147,0.39,,
3148,3.48,,
3149,0.54,,
3150,3.9,,
3151,1.77,,
3152,3.3,,
3153,1.08,,
3154,1.67,,
3155,2.58,,
3156,0.75,,
3157,0.85,,
3158,3.3,,
3159,2.96,,
3160,3.04,,
3161,3.47,,
3162,3.28,,
3163,2.06,,
3164,0.64,,
3165,1.24,,
3166,2.03,,
3167,0.54,,
3168,3.41,,
3169,3.52,,
3170,0.12,,
3171,0.77,,
3172,3.33,,
3173,3.35,,
3174,1.0,,
3175,1.83,,
3176,3.67,,
3177,2.82,,
3178,1.1,,
3179,3.29,,
3180,2.02,,
3181,2.54,,
3182,0.5,,
3183,0.12,,
3184,1.49,,
3185,2.38,,
3186,0.71,,
3187,3.48,,
3188,2.35,,
3189,1.4,,
3190,0.65,,
3191,3.58,,
3192,3.0,,
3193,2.76,,
3194,1.14,,
3195,1.55,,
3196,0.65,,
3197,2.29,,
3198,3.86,,
3199,3.43,,
3200,2.59,,
3201,2.71,,
3202,1.08,,
3203,1.64,,
3204,0.08,,
3205,3.12,,
3206,3.07,,
3207,0.04,,
3208,3.65,,
3209,2.59,,
3210,2.4,,
3211,0.03,,
3212,1.01,,
3213,3.22,,
3214,1.22,,
3215,3.87,,
